城市,GRP（单位：亿元）,AI百度指数,政策数量,科学技术支出（单位：万元）,教育支出（单位：万元）,年份,全部企业,注销,注销率
定西市,304.9178,5575,0,8521,402559,2015,29,0.0,0.0
定西市,331.0768,11930,0,8381,458960,2016,42,0.0,0.0
定西市,327.310214,26262,0,9309,483714,2017,56,0.0,0.0
定西市,356.2609,34754,1,9637,494318,2018,73,0.0,0.0
定西市,416.0,33676,1,10079,546810,2019,97,0.0,0.0
定西市,441.0,40297,2,10861,597785,2020,118,0.0,0.0
定西市,501.0,21121,1,15386,614291,2021,204,2.0,0.00980392156862745
定西市,558.0,34800,2,34267,654749,2022,302,12.0,0.039735099337748346
定西市,600.0,45751,1,46662,621716,2023,431,15.0,0.03480278422273782
宜宾市,1525.9043,37475,0,31253,679031,2015,85,0.0,0.0
宜宾市,1653.0529,54786,0,28069,660779,2016,110,0.0,0.0
宜宾市,1847.0,71202,0,29251,728467,2017,144,1.0,0.006944444444444444
宜宾市,2026.3707,79967,5,18981,805934,2018,217,13.0,0.059907834101382486
宜宾市,2602.0,83370,9,53730,851881,2019,310,37.0,0.11935483870967742
宜宾市,2802.0,84855,12,78853,930684,2020,468,58.0,0.12393162393162394
宜宾市,3148.0,69278,9,94912,985875,2021,717,120.0,0.16736401673640167
宜宾市,3428.0,71549,9,90832,1023210,2022,983,92.0,0.0935910478128179
宜宾市,3807.0,90816,0,99608,1048218,2023,1340,55.0,0.041044776119402986
宜昌市,3384.8,60066,0,137161,629170,2015,223,0.0,0.0
宜昌市,3709.36,65602,0,136885,752670,2016,292,0.0,0.0
宜昌市,3857.17,85931,3,143600,695194,2017,384,0.0,0.0
宜昌市,4064.18,88898,4,141661,698722,2018,493,0.0,0.0
宜昌市,4461.0,86792,5,165567,746132,2019,609,9.0,0.014778325123152709
宜昌市,4261.0,88579,10,151143,765541,2020,753,8.0,0.010624169986719787
宜昌市,5023.0,79392,20,154660,767537,2021,1192,39.0,0.03271812080536913
宜昌市,5503.0,77062,23,230945,815739,2022,1683,78.0,0.04634581105169341
宜昌市,5756.0,95515,16,234028,867230,2023,2632,223.0,0.08472644376899696
宜春市,1621.0204,47621,0,82657,787469,2015,110,0.0,0.0
宜春市,1781.952,64694,0,98801,840622,2016,150,0.0,0.0
宜春市,2021.85,75635,1,164296,906585,2017,189,0.0,0.0
宜春市,2180.8544,87561,2,217359,997976,2018,250,0.0,0.0
宜春市,2688.0,84555,2,252209,1133573,2019,349,4.0,0.011461318051575931
宜春市,2790.0,87872,1,253747,1205235,2020,746,13.0,0.01742627345844504
宜春市,3191.0,73246,2,265041,1175773,2021,1242,67.0,0.05394524959742351
宜春市,3473.0,73671,3,336160,1171130,2022,1807,96.0,0.053126729385722195
宜春市,3467.0,86813,5,351686,1249995,2023,2245,226.0,0.10066815144766147
宝鸡市,1787.628,48396,0,20000,569644,2015,161,0.0,0.0
宝鸡市,1932.14,56060,0,34393,608766,2016,229,0.0,0.0
宝鸡市,2192.0,75577,1,42777,598546,2017,315,1.0,0.0031746031746031746
宝鸡市,2265.16,74906,3,83817,624144,2018,407,7.0,0.0171990171990172
宝鸡市,2224.0,79395,5,81763,640169,2019,570,6.0,0.010526315789473684
宝鸡市,2277.0,76316,6,54104,664485,2020,762,44.0,0.05774278215223097
宝鸡市,2549.0,59578,4,31367,681160,2021,1023,85.0,0.08308895405669599
宝鸡市,2743.0,58706,2,31439,686643,2022,2196,128.0,0.058287795992714025
宝鸡市,2641.0,74982,1,86613,703771,2023,3238,152.0,0.04694255713403336
宣城市,971.4569,38576,0,76908,363476,2015,36,0.0,0.0
宣城市,1057.8243,45562,0,90305,381003,2016,47,0.0,0.0
宣城市,1185.56,56930,1,112055,410386,2017,65,0.0,0.0
宣城市,1317.2047,52547,5,139447,428450,2018,89,0.0,0.0
宣城市,1561.0,77080,6,156972,461852,2019,125,2.0,0.016
宣城市,1607.0,78822,9,145029,428245,2020,174,1.0,0.005747126436781609
宣城市,1834.0,61871,6,140468,434200,2021,340,6.0,0.01764705882352941
宣城市,1914.0,54681,10,127557,456871,2022,480,30.0,0.0625
宣城市,1952.0,71769,11,145330,498292,2023,694,50.0,0.07204610951008646
宿州市,1235.8259,36308,0,22463,559896,2015,48,0.0,0.0
宿州市,1351.8116,37580,0,62472,617301,2016,60,0.0,0.0
宿州市,1466.45,56704,1,39433,681240,2017,94,0.0,0.0
宿州市,1630.2217,68833,5,45939,752556,2018,144,1.0,0.006944444444444444
宿州市,1979.0,67166,6,34949,832081,2019,220,1.0,0.004545454545454545
宿州市,2045.0,77931,8,60456,889290,2020,301,8.0,0.026578073089700997
宿州市,2168.0,61479,5,65979,923012,2021,672,13.0,0.019345238095238096
宿州市,2225.0,65518,9,79216,979848,2022,1047,49.0,0.04680038204393505
宿州市,2291.0,80169,11,79675,1031117,2023,1584,100.0,0.06313131313131314
宿迁市,2126.19,68794,0,86400,819600,2015,173,0.0,0.0
宿迁市,2351.12,64092,0,86300,692000,2016,220,0.0,0.0
宿迁市,2611.0,81956,0,74948,718379,2017,286,0.0,0.0
宿迁市,2750.72,93733,2,117461,757369,2018,357,1.0,0.0028011204481792717
宿迁市,3099.0,89608,3,148400,843300,2019,478,2.0,0.0041841004184100415
宿迁市,3262.0,88486,4,158205,969110,2020,1044,15.0,0.014367816091954023
宿迁市,3719.0,82576,4,175728,1038599,2021,1697,81.0,0.047731290512669416
宿迁市,4112.0,81903,8,193076,1054780,2022,2097,253.0,0.1206485455412494
宿迁市,4398.0,94623,10,189396,1058403,2023,2741,196.0,0.07150674936154688
岳阳市,2886.28,50149,0,36602,527649,2015,70,0.0,0.0
岳阳市,3100.872,63646,0,54655,565581,2016,89,0.0,0.0
岳阳市,3119.74,77271,0,54559,650021,2017,110,1.0,0.00909090909090909
岳阳市,3411.0068,82018,1,83226,686432,2018,141,0.0,0.0
岳阳市,3780.0,82685,4,116174,699479,2019,201,6.0,0.029850746268656716
岳阳市,4002.0,85721,5,139587,711526,2020,284,14.0,0.04929577464788732
岳阳市,4403.0,62393,8,159076,744851,2021,464,41.0,0.08836206896551724
岳阳市,4711.0,63196,11,181352,843702,2022,773,82.0,0.10608020698576973
岳阳市,4842.0,81969,15,186169,873304,2023,1111,61.0,0.05490549054905491
崇左市,682.8231,0,0,16832,339890,2015,13,0.0,0.0
崇左市,766.2005,0,0,10111,345721,2016,20,0.0,0.0
崇左市,907.619342,18134,0,11033,344970,2017,32,0.0,0.0
崇左市,1016.4916,44857,3,9632,338085,2018,46,3.0,0.06521739130434782
崇左市,760.0,45568,3,7899,378549,2019,62,1.0,0.016129032258064516
崇左市,809.0,56479,6,5686,375543,2020,113,1.0,0.008849557522123894
崇左市,989.0,65711,16,8844,373676,2021,151,10.0,0.06622516556291391
崇左市,1081.0,58099,23,20627,359126,2022,225,11.0,0.04888888888888889
崇左市,1118.0,77045,22,34398,375554,2023,271,18.0,0.06642066420664207
巴中市,501.3438,17447,0,8153,431274,2015,26,0.0,0.0
巴中市,544.6605,28099,0,8798,466086,2016,37,0.0,0.0
巴中市,601.0,44025,0,7103,496988,2017,50,0.0,0.0
巴中市,645.8842,44977,5,4941,491921,2018,75,0.0,0.0
巴中市,754.0,43602,8,6396,510257,2019,94,2.0,0.02127659574468085
巴中市,767.0,51902,11,5706,526487,2020,131,16.0,0.12213740458015267
巴中市,743.0,31423,8,12155,536217,2021,210,37.0,0.1761904761904762
巴中市,765.0,39369,9,9986,580906,2022,303,26.0,0.0858085808580858
巴中市,780.0,69568,7,11875,591515,2023,389,21.0,0.05398457583547558
巴彦淖尔市,887.43,16663,0,6902,282329,2015,29,0.0,0.0
巴彦淖尔市,915.38,24579,0,8585,289949,2016,41,0.0,0.0
巴彦淖尔市,740.0,32165,0,7707,278987,2017,47,0.0,0.0
巴彦淖尔市,813.13,41056,2,6865,280171,2018,60,0.0,0.0
巴彦淖尔市,875.0,42014,2,6329,289486,2019,77,3.0,0.03896103896103896
巴彦淖尔市,874.0,44828,3,13160,301538,2020,97,2.0,0.020618556701030927
巴彦淖尔市,983.0,26404,3,15272,295100,2021,158,5.0,0.03164556962025317
巴彦淖尔市,1085.0,31446,5,20063,338215,2022,234,9.0,0.038461538461538464
巴彦淖尔市,1161.0,44086,4,26112,357765,2023,319,17.0,0.05329153605015674
常州市,5273.15,97129,0,227500,792100,2015,467,0.0,0.0
常州市,5773.86,108370,0,240200,836900,2016,610,0.0,0.0
常州市,6618.42,123160,0,250894,978778,2017,779,0.0,0.0
常州市,7050.27,144601,2,253942,1036131,2018,997,1.0,0.0010030090270812437
常州市,7401.0,124348,3,267300,1067200,2019,1222,10.0,0.008183306055646482
常州市,7805.0,115048,4,218666,1276041,2020,2298,12.0,0.005221932114882507
常州市,8808.0,105505,4,338551,1360615,2021,3453,69.0,0.01998262380538662
常州市,9550.0,106089,8,409414,1395775,2022,4457,254.0,0.05698900605788647
常州市,10116.0,136401,10,556733,1517266,2023,5709,260.0,0.045542126466981955
常德市,2709.0169,41281,0,23461,587114,2015,52,0.0,0.0
常德市,2953.8202,48735,0,23264,663349,2016,64,0.0,0.0
常德市,3099.85,80327,0,54747,685855,2017,84,0.0,0.0
常德市,3394.203,80317,1,82578,709817,2018,102,0.0,0.0
常德市,3624.0,81433,4,98346,764465,2019,136,4.0,0.029411764705882353
常德市,3750.0,78376,5,104097,814959,2020,183,6.0,0.03278688524590164
常德市,4054.0,68462,8,96568,844457,2021,258,21.0,0.08139534883720931
常德市,4275.0,70627,11,136301,905007,2022,408,58.0,0.14215686274509803
常德市,4386.0,86016,15,135172,93644,2023,597,54.0,0.09045226130653267
平凉市,347.6994,11085,0,5143,362770,2015,50,0.0,0.0
平凉市,367.3,23018,0,4900,381300,2016,65,0.0,0.0
平凉市,354.655587727947,43016,0,5355,382906,2017,76,0.0,0.0
平凉市,395.1651,45135,1,3785,415454,2018,115,0.0,0.0
平凉市,457.0,46348,1,4533,458973,2019,143,3.0,0.02097902097902098
平凉市,476.0,53935,2,9043,503068,2020,174,3.0,0.017241379310344827
平凉市,554.0,27327,1,16639,494253,2021,269,2.0,0.007434944237918215
平凉市,642.0,32481,2,22374,534774,2022,346,20.0,0.057803468208092484
平凉市,669.0,48504,1,27160,508357,2023,467,12.0,0.02569593147751606
平顶山市,1705.7781,63164,0,21980,494027,2015,74,0.0,0.0
平顶山市,1825.1414,63676,0,30406,505125,2016,96,0.0,0.0
平顶山市,1994.66,79148,1,37436,607902,2017,125,0.0,0.0
平顶山市,2135.2232,86223,2,51842,699613,2018,158,0.0,0.0
平顶山市,2373.0,78237,5,58260,774072,2019,210,1.0,0.004761904761904762
平顶山市,2456.0,85756,7,70080,807146,2020,290,0.0,0.0
平顶山市,2694.0,74939,9,68804,604656,2021,523,14.0,0.02676864244741874
平顶山市,2839.0,76242,8,94750,701442,2022,756,31.0,0.041005291005291
平顶山市,2720.0,94301,8,141767,781923,2023,1093,86.0,0.07868252516010979
广元市,605.43,20244,0,10435,350965,2015,48,0.0,0.0
广元市,660.01,31464,0,11418,373319,2016,62,0.0,0.0
广元市,732.0,47917,0,9827,411449,2017,82,0.0,0.0
广元市,801.85,52437,5,8832,396617,2018,117,8.0,0.06837606837606838
广元市,942.0,50589,9,9004,412429,2019,146,18.0,0.1232876712328767
广元市,1008.0,54338,12,8118,442489,2020,197,21.0,0.1065989847715736
广元市,1116.0,28133,9,7275,452222,2021,296,41.0,0.13851351351351351
广元市,1140.0,34424,9,4707,463570,2022,395,41.0,0.10379746835443038
广元市,1180.0,52806,7,6898,485214,2023,494,43.0,0.08704453441295547
广安市,1005.6146,21814,0,9731,451266,2015,27,0.0,0.0
广安市,1078.6241,29278,0,8107,541562,2016,38,0.0,0.0
广安市,1174.0,48527,0,6111,589075,2017,56,0.0,0.0
广安市,1250.2422,59388,5,6946,593733,2018,79,2.0,0.02531645569620253
广安市,1250.0,61527,8,9760,637902,2019,119,17.0,0.14285714285714285
广安市,1301.0,64828,11,7018,650472,2020,189,19.0,0.10052910052910052
广安市,1418.0,38328,8,6178,650591,2021,293,61.0,0.20819112627986347
广安市,1425.0,42091,9,7383,666993,2022,380,43.0,0.11315789473684211
广安市,1513.0,62781,7,6828,703202,2023,475,28.0,0.05894736842105263
广州市,18100.4136,243310,0,886688,2870733,2015,7434,0.0,0.0
广州市,19547.442,315252,0,1129546,3219820,2016,9544,0.0,0.0
广州市,21503.1516,491892,2,1712569,4043335,2017,12584,0.0,0.0
广州市,22859.3471,496329,8,1636655,4408209,2018,17476,164.0,0.009384298466468299
广州市,23629.0,461417,18,2439456,5239743,2019,22943,364.0,0.015865405570326462
广州市,25019.0,329321,30,2241321,5585916,2020,32338,438.0,0.013544436885397984
广州市,28232.0,275206,49,2012478,5890857,2021,55438,5720.0,0.10317832533641184
广州市,28839.0,265361,57,1982136,6269391,2022,68429,4286.0,0.06263426325096084
广州市,30356.0,455220,49,1949553,6433879,2023,85202,4404.0,0.05168892748996502
庆阳市,609.4314,9514,0,13496,408253,2015,80,0.0,0.0
庆阳市,597.8324,20634,0,9045,428865,2016,109,0.0,0.0
庆阳市,585.4994,28899,0,13945,427411,2017,135,0.0,0.0
庆阳市,708.1499,35820,1,10365,445427,2018,184,0.0,0.0
庆阳市,743.0,40187,1,11641,517098,2019,208,0.0,0.0
庆阳市,755.0,47319,2,9091,528529,2020,253,0.0,0.0
庆阳市,885.0,29052,1,19758,511158,2021,375,3.0,0.008
庆阳市,1022.0,36771,2,24387,534076,2022,530,18.0,0.033962264150943396
庆阳市,1100.0,52391,1,30766,602642,2023,755,38.0,0.05033112582781457
廊坊市,2473.8649,77236,0,41606,741790,2015,123,0.0,0.0
廊坊市,2706.3015,85909,1,76455,789061,2016,165,0.0,0.0
廊坊市,865.0,109299,2,66840,969083,2017,210,2.0,0.009523809523809525
廊坊市,3108.2249,115236,4,56004,1079121,2018,273,10.0,0.03663003663003663
廊坊市,3196.0,109789,5,74277,1237214,2019,360,13.0,0.03611111111111111
廊坊市,3301.0,106459,4,92783,1243996,2020,492,63.0,0.12804878048780488
廊坊市,3553.0,97326,4,94181,1259597,2021,667,77.0,0.11544227886056972
廊坊市,3565.0,98571,3,65286,1308130,2022,1014,182.0,0.1794871794871795
廊坊市,3608.0,123262,4,59822,1312948,2023,1853,341.0,0.18402590393955748
延安市,1198.63,22804,0,22408,533504,2015,70,0.0,0.0
延安市,1082.911,29287,0,24676,525320,2016,97,0.0,0.0
延安市,1313.0,41786,1,21197,532299,2017,121,0.0,0.0
延安市,1558.912,55555,3,22528,627916,2018,168,3.0,0.017857142857142856
延安市,1664.0,42492,5,28323,634252,2019,217,6.0,0.027649769585253458
延安市,1601.0,46576,6,20412,641340,2020,318,31.0,0.09748427672955975
延安市,2005.0,37502,4,13418,578784,2021,492,52.0,0.10569105691056911
延安市,2232.0,46664,2,17727,627749,2022,633,46.0,0.07266982622432859
延安市,2280.0,69925,1,20489,647422,2023,841,43.0,0.05112960760998811
开封市,1605.8404,55992,0,25394,469561,2015,56,0.0,0.0
开封市,1755.1002,71593,0,31111,515701,2016,87,0.0,0.0
开封市,1887.55,79597,1,33187,567787,2017,126,1.0,0.007936507936507936
开封市,2002.2269,88374,2,44454,600414,2018,174,0.0,0.0
开封市,2364.0,82680,5,66753,671497,2019,246,0.0,0.0
开封市,2372.0,85777,7,86786,680558,2020,373,1.0,0.002680965147453083
开封市,2557.0,75134,9,131921,696527,2021,673,25.0,0.03714710252600297
开封市,2657.0,74781,8,226861,734333,2022,981,60.0,0.06116207951070336
开封市,2534.0,89267,8,203864,723188,2023,1362,133.0,0.09765051395007342
张家口市,1363.5443,54199,0,11801,647303,2015,53,0.0,0.0
张家口市,1465.9911,66898,1,22530,713234,2016,73,0.0,0.0
张家口市,709.4,72950,2,20821,799876,2017,112,0.0,0.0
张家口市,1536.6202,78763,4,28555,783868,2018,165,3.0,0.01818181818181818
张家口市,1551.0,78697,5,23308,836265,2019,219,3.0,0.0136986301369863
张家口市,1600.0,86210,4,36650,875496,2020,285,5.0,0.017543859649122806
张家口市,1728.0,75692,4,34441,846419,2021,400,13.0,0.0325
张家口市,1775.0,73461,3,29511,896591,2022,614,69.0,0.11237785016286644
张家口市,1843.0,83448,3,39819,944813,2023,1113,131.0,0.11769991015274034
张家界市,447.7004,19070,0,3049,196555,2015,25,0.0,0.0
张家界市,493.099,26742,0,4851,214827,2016,27,0.0,0.0
张家界市,538.24,33738,0,6401,207888,2017,35,2.0,0.05714285714285714
张家界市,578.9155,46243,1,8286,234031,2018,46,0.0,0.0
张家界市,552.0,40959,4,13832,262138,2019,61,2.0,0.03278688524590164
张家界市,556.0,44140,5,18876,276194,2020,92,3.0,0.03260869565217391
张家界市,580.0,27713,8,16561,272737,2021,128,10.0,0.078125
张家界市,592.0,26343,11,23605,276925,2022,200,19.0,0.095
张家界市,614.0,51114,15,31974,294905,2023,296,25.0,0.08445945945945946
张掖市,373.53,12618,0,5302,197495,2015,61,0.0,0.0
张掖市,399.9436,27758,0,8512,227292,2016,81,0.0,0.0
张掖市,376.962352,33301,0,6798,234646,2017,113,0.0,0.0
张掖市,407.7067,48072,1,7319,230195,2018,144,0.0,0.0
张掖市,449.0,34096,1,8773,247301,2019,169,0.0,0.0
张掖市,467.0,45343,2,12036,265827,2020,192,0.0,0.0
张掖市,526.0,22483,1,11602,269023,2021,285,0.0,0.0
张掖市,582.0,24063,2,21692,276614,2022,397,10.0,0.02518891687657431
张掖市,608.0,45723,1,30255,287219,2023,547,9.0,0.016453382084095063
徐州市,5319.8804,93119,0,191900,1523500,2015,433,0.0,0.0
徐州市,5808.52,109875,0,207600,1653300,2016,573,0.0,0.0
徐州市,6605.95,114276,1,215540,1739880,2017,754,0.0,0.0
徐州市,6755.23,126701,3,254531,1703868,2018,971,0.0,0.0
徐州市,7151.0,121314,4,258900,1789600,2019,1273,3.0,0.002356637863315004
徐州市,7320.0,116819,4,214297,1940822,2020,2964,30.0,0.010121457489878543
徐州市,8117.0,107151,5,251215,2106185,2021,4739,142.0,0.029964127453049168
徐州市,8458.0,109632,9,220025,2150160,2022,5982,584.0,0.09762621196924105
徐州市,8900.0,132749,11,248751,2194448,2023,7586,625.0,0.08238861059847087
德州市,2750.94,57827,0,75073,609782,2015,146,0.0,0.0
德州市,2932.99,61679,0,59565,651703,2016,207,0.0,0.0
德州市,3141.66,76124,1,51520,684171,2017,294,0.0,0.0
德州市,3380.3,86926,4,137460,729861,2018,399,1.0,0.002506265664160401
德州市,3022.0,82246,15,114850,790198,2019,564,4.0,0.0070921985815602835
德州市,3079.0,86482,18,93665,826097,2020,916,18.0,0.019650655021834062
德州市,3489.0,70728,18,97515,901688,2021,1582,79.0,0.04993678887484197
德州市,3633.0,75025,14,149240,1043531,2022,2218,125.0,0.0563570784490532
德州市,3805.0,96094,14,155138,1093362,2023,2878,249.0,0.08651841556636553
德阳市,1605.064,49584,0,26227,364014,2015,99,0.0,0.0
德阳市,1752.4542,62111,0,20925,344656,2016,115,0.0,0.0
德阳市,1961.0,79966,0,21105,362272,2017,145,0.0,0.0
德阳市,2213.8673,82574,5,21934,378021,2018,185,9.0,0.04864864864864865
德阳市,2336.0,79052,8,34433,413964,2019,254,14.0,0.05511811023622047
德阳市,2404.0,78789,11,42879,428887,2020,361,32.0,0.0886426592797784
德阳市,2657.0,70124,8,40134,442052,2021,545,72.0,0.13211009174311927
德阳市,2817.0,71640,9,37975,456570,2022,746,79.0,0.10589812332439678
德阳市,3014.0,93097,7,41266,489522,2023,956,53.0,0.05543933054393305
忻州市,681.2356,33299,0,9208,421544,2015,27,0.0,0.0
忻州市,716.1357,39724,0,10618,444686,2016,41,0.0,0.0
忻州市,874.4923,57326,0,18721,471097,2017,52,0.0,0.0
忻州市,989.1298,65963,0,13771,514854,2018,65,0.0,0.0
忻州市,1002.0,60912,0,13478,524577,2019,94,0.0,0.0
忻州市,1035.0,73817,3,9527,497989,2020,129,0.0,0.0
忻州市,1344.0,50509,5,34203,503281,2021,232,5.0,0.021551724137931036
忻州市,1501.0,54725,5,7235,572558,2022,356,17.0,0.047752808988764044
忻州市,1444.0,64272,3,4780,589475,2023,476,29.0,0.06092436974789916
怀化市,1273.2479,37844,0,12700,574213,2015,39,0.0,0.0
怀化市,1400.3368,44612,0,19286,658206,2016,55,0.0,0.0
怀化市,1401.28,68503,0,43841,699040,2017,67,1.0,0.014925373134328358
怀化市,1513.2689,77598,1,55654,767090,2018,90,1.0,0.011111111111111112
怀化市,1617.0,73962,4,85523,823410,2019,131,4.0,0.030534351145038167
怀化市,1672.0,74885,5,128422,884327,2020,178,11.0,0.06179775280898876
怀化市,1818.0,53248,8,93995,879991,2021,276,20.0,0.07246376811594203
怀化市,1878.0,56269,11,90374,932770,2022,411,48.0,0.11678832116788321
怀化市,1949.0,72653,15,98771,988706,2023,630,42.0,0.06666666666666667
惠州市,3140.0306,85498,0,197946,949383,2015,341,0.0,0.0
惠州市,3412.1671,95798,0,218192,1019079,2016,454,0.0,0.0
惠州市,3830.58185337371,115374,0,258472,1068551,2017,618,0.0,0.0
惠州市,4103.0532,122942,2,221734,1069211,2018,815,1.0,0.001226993865030675
惠州市,4177.0,115186,4,251859,1194088,2019,1125,5.0,0.0044444444444444444
惠州市,4221.0,106133,12,245604,1291035,2020,1815,41.0,0.022589531680440773
惠州市,4977.0,97818,14,236203,1375662,2021,3404,111.0,0.03260869565217391
惠州市,5401.0,96121,22,272887,1444418,2022,4859,322.0,0.0662687795842766
惠州市,5640.0,122825,20,212092,1513988,2023,6258,529.0,0.08453179929689997
成都市,10801.1633,190714,0,390170,2283411,2015,3559,0.0,0.0
成都市,12170.2335,296099,0,462043,2275985,2016,4620,1.0,0.00021645021645021645
成都市,13889.0,382759,3,532565,2505824,2017,5941,15.0,0.002524827470122875
成都市,15342.7716,392464,15,730705,2658194,2018,7638,96.0,0.012568735271013355
成都市,17013.0,370165,26,1057709,2883936,2019,9712,284.0,0.029242174629324547
成都市,17717.0,312632,31,1096375,3277272,2020,13190,890.0,0.06747536012130402
成都市,19917.0,243136,22,1872835,3574771,2021,22205,3441.0,0.15496509795091196
成都市,20818.0,238395,19,1518537,4003084,2022,32495,2987.0,0.09192183412832744
成都市,22075.0,398395,16,1509243,4338623,2023,46282,3090.0,0.06676461691370295
扬州市,4016.84,85089,0,131900,752900,2015,304,0.0,0.0
扬州市,4449.38,91957,0,122800,847300,2016,378,0.0,0.0
扬州市,5065.0,101075,0,149805,903569,2017,492,0.0,0.0
扬州市,5466.17,109837,2,160500,933186,2018,638,0.0,0.0
扬州市,5850.0,105100,3,173400,977500,2019,820,3.0,0.003658536585365854
扬州市,6048.0,101408,4,124703,1064683,2020,1601,21.0,0.01311680199875078
扬州市,6696.0,95155,4,147329,1162065,2021,2331,73.0,0.03131703131703132
扬州市,7105.0,92895,8,145907,1070475,2022,2997,198.0,0.06606606606606606
扬州市,7423.0,108651,10,170801,1074398,2023,3677,214.0,0.058199619254827306
承德市,1358.7278,42959,0,15566,570380,2015,35,0.0,0.0
承德市,1438.5741,47377,1,24083,607532,2016,56,0.0,0.0
承德市,404.6,63440,2,21410,663827,2017,78,0.0,0.0
承德市,1481.5102,67915,4,25418,715657,2018,97,0.0,0.0
承德市,1471.0,71921,5,18670,787054,2019,120,0.0,0.0
承德市,1550.0,74694,4,27377,813262,2020,158,2.0,0.012658227848101266
承德市,1697.0,62361,4,26555,816557,2021,195,7.0,0.035897435897435895
承德市,1780.0,59187,3,23016,844102,2022,293,29.0,0.09897610921501707
承德市,1852.0,74817,3,30526,864835,2023,524,63.0,0.12022900763358779
抚州市,1105.1377,33634,0,49486,560038,2015,55,0.0,0.0
抚州市,1210.907,36174,0,55699,571351,2016,74,0.0,0.0
抚州市,1354.57,58101,1,78134,622552,2017,106,0.0,0.0
抚州市,1382.4038,78459,2,102978,682226,2018,153,0.0,0.0
抚州市,1511.0,69159,2,130288,768167,2019,205,1.0,0.004878048780487805
抚州市,1573.0,73104,1,148745,899268,2020,448,5.0,0.011160714285714286
抚州市,1795.0,56815,2,149361,874027,2021,713,35.0,0.04908835904628331
抚州市,1946.0,57506,3,207879,923003,2022,984,67.0,0.06808943089430894
抚州市,2035.0,76150,5,248977,980158,2023,1280,103.0,0.08046875
抚顺市,1216.4773,39586,0,15075,175915,2015,27,0.0,0.0
抚顺市,865.0721,47310,0,4272,184715,2016,37,0.0,0.0
抚顺市,949.9,58921,1,2514,198551,2017,48,0.0,0.0
抚顺市,1048.8211,71464,1,3868,199602,2018,77,0.0,0.0
抚顺市,847.0,66466,1,2917,201322,2019,124,4.0,0.03225806451612903
抚顺市,828.0,67485,1,4774,219680,2020,261,8.0,0.03065134099616858
抚顺市,870.0,52470,1,3882,202168,2021,466,49.0,0.10515021459227468
抚顺市,928.0,50050,2,3204,217033,2022,596,37.0,0.06208053691275168
抚顺市,949.0,65445,1,2400,210599,2023,704,66.0,0.09375
揭阳市,1890.0144,59171,0,14482,689495,2015,41,0.0,0.0
揭阳市,2006.8992,61003,0,33738,684154,2016,51,0.0,0.0
揭阳市,1987.8919,77346,0,19020,663597,2017,66,0.0,0.0
揭阳市,2152.4681,88339,2,37969,726410,2018,87,0.0,0.0
揭阳市,2102.0,81767,4,30494,769720,2019,118,0.0,0.0
揭阳市,2102.0,87956,10,31306,817278,2020,156,1.0,0.00641025641025641
揭阳市,2265.0,78250,12,25112,901621,2021,286,8.0,0.027972027972027972
揭阳市,2261.0,74172,14,19803,927947,2022,384,22.0,0.057291666666666664
揭阳市,2445.0,90588,11,17191,906719,2023,548,36.0,0.06569343065693431
攀枝花市,925.1839,14789,0,16906,260016,2015,31,0.0,0.0
攀枝花市,1014.6839,25319,0,14232,242045,2016,44,0.0,0.0
攀枝花市,1144.0,37998,0,13573,249453,2017,64,0.0,0.0
攀枝花市,1173.5238,38115,5,12494,253007,2018,79,0.0,0.0
攀枝花市,1010.0,37093,8,14904,271686,2019,108,4.0,0.037037037037037035
攀枝花市,1041.0,43816,11,13104,273756,2020,145,5.0,0.034482758620689655
攀枝花市,1134.0,21172,8,6589,268966,2021,229,25.0,0.1091703056768559
攀枝花市,1221.0,21660,9,5878,258308,2022,283,17.0,0.06007067137809187
攀枝花市,1304.0,43832,7,8300,259902,2023,348,14.0,0.040229885057471264
新乡市,1975.0287,75991,0,31776,656518,2015,104,0.0,0.0
新乡市,2166.9705,84256,0,51131,664379,2016,139,0.0,0.0
新乡市,2357.76,98812,1,84934,696476,2017,185,0.0,0.0
新乡市,2526.5535,121944,2,95049,794769,2018,258,0.0,0.0
新乡市,2918.0,120018,5,112710,873974,2019,339,3.0,0.008849557522123894
新乡市,3014.0,110266,7,100868,903300,2020,492,4.0,0.008130081300813009
新乡市,3233.0,97078,9,105490,840425,2021,969,24.0,0.02476780185758514
新乡市,3464.0,94585,8,137808,890771,2022,1372,107.0,0.07798833819241982
新乡市,3348.0,114185,8,176565,931327,2023,1806,175.0,0.09689922480620156
新余市,946.7964,20167,0,26284,197964,2015,38,0.0,0.0
新余市,1036.1912,29187,0,26742,208021,2016,51,0.0,0.0
新余市,1108.51,41106,1,25604,212330,2017,67,1.0,0.014925373134328358
新余市,1027.3443,54150,2,24593,223886,2018,91,0.0,0.0
新余市,972.0,44182,2,26417,236193,2019,127,2.0,0.015748031496062992
新余市,1001.0,51967,1,31414,257015,2020,250,7.0,0.028
新余市,1155.0,40784,2,27659,257918,2021,399,21.0,0.05263157894736842
新余市,1252.0,35306,3,42907,293004,2022,541,29.0,0.053604436229205174
新余市,1262.0,58264,5,49474,315222,2023,710,45.0,0.06338028169014084
无锡市,8518.26,110847,0,359700,1264600,2015,921,0.0,0.0
无锡市,9210.02,129350,0,372400,1373400,2016,1150,0.0,0.0
无锡市,10511.8,145429,0,422110,1536353,2017,1449,0.0,0.0
